segment no.	mm	section	segment	tempo (score)	meter	data SV	Walter 1938	Scherchen 1950	Horenstein 1952	Rosbaud 1954	Kletzki 1954	Ludwig 1959	Mitropoulos 1960a	Horenstein 1960	Mitropoulos 1960b	Barbirolli 1960	Walter 1961	Barbirolli 1962	Barbirolli 1964	Kondrashin 1964	Bernstein 1965	Ančerl 1966	Horenstein 1966a	Horenstein 1966b	Klemperer 1967	Kubelík 1967b	Kondrashin 1967	Solti 1967	Horenstein 1967	Neumann 1967	Szell 1968	Szell 1969	Abravanel 1969	Haitink 1969	Klemperer 1970	Bernstein 1971a	Maderna 1971	Boulez 1971	Boulez 1972	Maderna 1972	Giulini 1975	Kubelík 1975	Giulini 1976	Zender 1977	Morris 1978	Levine 1979	Sanderling 1979	Tennstedt 1979	Bernstein 1979a	Bernstein 1979b	Karajan 1980	Neumann 1982	Tennstedt 1982b	Karajan 1982a	Solti 1982b	Sanderling 1982	Karajan 1982c	Asahina 1983	Wakasugi 1983	Maazel 1984	Doráti 1984	Bertini 1985	Bernstein 1985a	Bernstein 1985b	Inbal 1986	Abbado 1987	Sanderling 1987	Haitink 1987	Tennstedt 1988	Rögner 1988	Ozawa 1989	Pešek 1990	Gielen 1990	Tabakov 1991	Segerstam 1991	Sanderling 1992	Haitink 1993	Barshai 1993	Sinopoli 1993	Rattle 1993	Masur 1994	Waart 1995	Boulez 1995	Maazel 1996	Sinopoli 1997	Dohnányi 1997	Levine 1999	Abbado 1999	Jansons 2000	Paternostro 2001	Ashkenazy 2002	Ozawa 2002	Gielen 2003	Haitink 2004	Chailly 2004	Tilson Thomas 2004	Schwarz 2006	Barenboim 2006	Rattle 2007b	Gilbert 2008	Nott 2008	Salonen 2009	Järvi 2009	Oue 2009	Haitink 2009	Norrington 2009	Zinman 2009	Abbado 2010	Gergiev 2011	Ashkenazy 2011	Maazel 2011	Haitink 2011b	Schønwandt 2012	Dudamel 2012	Chung 2013	Chailly 2013	Fischer 2013b	Stenz 2014	Sladkovsky 2016	Harding 2016	Jansons 2016	Noseda 2017	Netopil 2018	Levi 2018	Blomstedt 2018	Fischer 2019	Currentzis 2019		
52	275	B4	B4a	Nicht schleppen		52	877,95809524	705,33079365	1026,42358277	812,10412698	881,74222222	930,99682540	879,11038549	868,01414966	955,11292517	875,39229025	1060,17959184	938,90612245	950,53424036	887,55301587	1014,085079	952,2840816	1025,417143	1030,57415	976,4622222	928,0812698	847,7634467	970,2131519	957,0568707	891,9945578	856,6305669	853,6380952	1000,565261	959,4946032	1043,402449	973,3991837	1082,035374	1189,514739	969,447619	1004,739048	1113,498413	952,1044898	1160,214059	884,0979592	1091,639728	1046,356825	988,5003175	1118,899955	1014,186667	983,9238095	1036,347211	918,9028571	1133,818776	1027,157914	1095,502948	937,1138322	999,9542857	1034,514286	1027,121633	1070,19102	978,7606349	999,3142857	1053,68381	1060,819592	1002,666667	959,6038095	905,2531519	1033,817687	1015,166984	767,5863946	991,0120635	1036,473469	947,3262585	1149,988776	1125,424762	996,0489796	980,6933333	906,5882993	974,0945125	976,3591837	883,6440816	1019,994558	1061,500227	1139,494603	1162,429388	1024,544218	1031,509841	923,5214512	927,8374603	992,5006803	932,339229	979,2725624	1017,193832	917,3746939	1084,116463	1091,291429	1032,170522	916,1665306	1024,095782	955,8610431	1058,885079	912,381678	1026,076009	1144,96	1067,966984	961,1591837	1131,678912	964,6526984	984,2779138	956,6185941	1320,71619	952,3530159	974,6539683	1058,194286	1020,897959	925,2136054	897,4106122	944,8605896	994,3945578	988,8290249	1008,76771	865,5542857	942,1206349	1107,092608	1047,875918	910,4195918	1025,63483		
53	279		B4b	Etwas fließender		53	890,79292517	715,11655329	1042,30022676	822,81142857	893,87174603	944,97668934	892,17142857	880,77546485	971,53741497	887,33242630	1073,83292517	950,90068027	964,54095238	901,01333333	1027,720998	965,9268934	1040,671927	1046,905034	989,7346032	939,2834467	859,6956009	984,3863946	970,8604082	904,0417234	868,3461224	864,252517	1014,711837	974,9130159	1057,573878	985,6853061	1097,376871	1207,626304	985,1609977	1018,365533	1128,92712	964,2047619	1177,106576	897,4077098	1107,372336	1060,374059	1000,446984	1134,782404	1026,70449	996,4843537	1050,807438	931,687619	1149,104762	1042,250159	1109,420408	948,4161451	1014,765714	1049,251701	1038,965986	1085,721542	992,8787302	1013,098231	1068,173061	1073,742948	1016,042449	973,8742857	915,7950113	1051,720771	1028,208617	777,8684807	1004,936417	1051,416961	958,4812698	1167,705397	1139,827664	1009,344354	994,2044444	919,4869841	987,9161905	987,6569161	895,3861224	1034,65941	1079,473923	1157,27746	1177,46068	1038,47873	1044,551111	936,4288435	940,9959184	1006,421769	944,1879365	991,3295238	1028,315102	930,5654422	1100,422676	1105,469388	1046,035737	929,0644898	1036,374467	968,6603175	1072,631293	925,709932	1038,055329	1159,240272	1083,196372	973,4726531	1148,220952	978,3161905	996,7934694	969,5339683	1337,922177	965,1853061	988,0685714	1072,760136	1034,057143	939,2362812	910,1351474	957,42839	1008,406349	1002,10068	1023,125624	880,8228571	955,7405896	1121,30322	1062,351746	922,9663492	1039,719909		
54	282		B4b {cont}	Etwas drängend		54	898,84444444	720,79639456	1051,34693878	829,31809524	901,62213152	953,70448980	901,04163265	888,31419501	980,20136054	894,39201814	1082,94385488	958,00888889	972,67301587	908,42920635	1036,124444	974,8226984	1050,679728	1056,806531	997,9631746	947,2638549	866,47839	992,7949433	979,8175964	912,2707483	875,0171429	870,7954649	1024,252517	983,2177778	1066,620227	993,7473016	1106,481633	1218,68771	993,6152381	1026,419592	1139,258776	972,5823129	1186,858957	906,1122902	1117,688889	1069,097143	1007,882449	1145,817687	1034,684082	1004,543129	1059,711565	940,8946939	1160,45932	1051,043265	1118,391678	955,5359637	1024,435374	1057,821315	1046,653968	1093,754195	1001,77415	1021,979864	1077,084082	1082,183401	1024,565986	983,144127	923,4793651	1061,739683	1037,984218	784,5910204	1013,244444	1060,85263	966,4087075	1177,68127	1149,368889	1017,652245	1001,827506	927,982585	997,1461224	994,9561905	902,0901587	1043,667302	1089,298866	1165,740408	1187,239184	1047,887528	1052,502494	945,3540136	948,4865306	1014,505215	952,3678912	999,6995918	1036,265306	938,5469388	1110,424671	1114,726531	1054,47619	936,3911111	1044,212245	975,8969615	1081,643537	933,8035374	1044,401633	1168,410068	1092,346485	981,0416327	1159,007347	987,637551	1005,302857	978,004898	1348,058413	973,0307483	995,6081633	1080,463673	1043,089365	948,5518367	918,5567347	965,4247619	1015,684354	1010,137687	1032,176327	888,5387755	964,6857143	1129,877551	1072,030476	930,7631746	1047,626304		
55	285		B4c	Bewegter (quasi Allegro)		55	905,88734694	726,05460318	1059,05632653	835,63863946	909,15265306	961,14358277	909,42693878	895,42240363	987,41405896	901,09097506	1091,55918367	964,64544218	980,10702948	914,77587302	1044,141497	982,9703401	1059,088254	1064,976508	1006,14966	954,5955556	872,690068	1000,319274	988,0380952	919,7365986	881,3801361	876,9414966	1033,13415	990,5777778	1075,973515	1000,714739	1114,24254	1228,265941	1001,002449	1033,975873	1148,284807	980,6062585	1195,814603	913,875737	1127,354921	1077,12	1015,093696	1155,633923	1041,790476	1011,602721	1067,55483	948,6416327	1170,171429	1059,265306	1126,258503	962,1355102	1032,914286	1066,637642	1053,962449	1100,596825	1010,133333	1029,717914	1084,954558	1089,841633	1032,364989	991,6012698	930,2450794	1069,465397	1046,151837	790,9079365	1020,771429	1069,44	973,5198186	1186,191383	1158,836825	1025,162449	1008,612063	935,2881633	1004,231837	1001,781406	908,5053968	1051,445986	1097,746576	1173,627937	1195,502585	1056,492698	1060,020317	952,8772789	954,9104762	1022,310748	960,1469388	1006,911565	1043,583129	945,4214966	1117,978413	1122,92712	1062,047347	943,52	1051,431474	982,5436735	1089,549206	940,7934694	1050,440272	1176,731429	1100,284807	987,4851247	1168,088163	995,4187755	1013,250612	985,8155102	1357,563356	980,3580952	1001,819138	1087,245351	1050,684082	956,0090703	926,0451701	972,7706122	1022,026304	1017,016599	1039,679274	895,512381	972,2702948	1137,368163	1080,921542	937,846712	1054,48127		
56	303		B4c {cont}	Pesante		56	947,32770975	756,80798186	1106,56870748	873,72408163	954,78131519	1007,14739229	956,19773243	938,36480726	1030,18231293	941,62285714	1144,24163265	1005,32970522	1021,41097506	951,75111111	1087,333878	1030,726531	1111,992018	1113,404082	1059,082449	1002,983039	909,754195	1047,719184	1036,35288	963,2101587	921,042585	917,2506122	1085,580045	1035,830567	1134,558912	1039,007347	1160,614603	1283,552653	1042,173243	1079,501497	1204,805079	1033,335873	1253,757823	958,615873	1187,329025	1123,473923	1058,991746	1208,462222	1084,940771	1052,693333	1117,332608	992,1451247	1225,547755	1110,674286	1177,298141	1006,112653	1085,466122	1120,298957	1105,056508	1144,655238	1057,694331	1076,871837	1128,761905	1131,902041	1080,691519	1040,48254	972,4371882	1113,317007	1096,005079	828,5968254	1066,626032	1120,236553	1019,437279	1236,334875	1215,262766	1073,446893	1050,668118	978,6906122	1048,52898	1045,347846	948,0025397	1094,073469	1147,369796	1218,229841	1246,811429	1108,401633	1106,593379	997,3202721	995,857415	1067,929252	1002,248707	1051,219592	1091,500227	988,9567347	1168,474558	1178,118095	1109,239002	983,814966	1095,981859	1022,307846	1137,911293	981,5111111	1090,873469	1230,791111	1150,92898	1025,051429	1219,889342	1042,668844	1057,076825	1032,916463	1417,567347	1025,320635	1041,438186	1129,469388	1094,582857	1005,139592	972,142585	1013,799184	1059,173878	1059,861769	1088,039184	935,6335601	1016,515193	1182,447166	1136,355556	982,3898413	1097,819138		
57	307		B4c {cont}	Rit.		57	957,47918367	766,54875283	1117,32244898	887,70467120	964,46367347	1019,58820862	968,10956916	947,75873016	1041,90693878	952,18140590	1158,50448980	1016,55945578	1031,81859410	963,16190476	1100,82322	1042,158005	1125,880454	1126,447891	1075,0839	1014,543673	920,7292517	1062,452245	1048,810159	973,7636281	931,2595011	927,0349206	1098,966349	1049,094966	1151,931678	1051,933605	1174,651429	1298,337959	1053,65551	1092,932789	1218,973605	1046,106122	1268,789841	971,2907029	1202,329252	1135,016054	1070,262857	1222,890522	1099,116553	1068,001814	1129,965714	1003,218141	1239,399909	1123,853061	1191,694512	1016,920816	1099,537415	1136,148753	1120,171247	1155,220317	1070,451519	1087,634286	1144,147302	1146,238549	1093,20127	1052,316735	983,0312925	1125,773061	1110,021224	840,4592063	1079,13288	1132,669388	1030,486349	1249,11746	1227,911837	1087,489161	1063,497143	992,1712472	1060,236077	1057,915646	959,5210884	1105,319184	1162,737778	1228,512653	1260,521361	1120,809796	1120,688254	1009,104399	1006,425397	1079,309932	1015,738776	1064,933878	1103,843129	1000,961451	1182,093061	1193,394286	1121,451247	994,4090703	1107,540317	1032,112472	1151,352744	992,0435374	1104,522449	1244,342857	1164,051156	1034,427211	1233,002449	1054,287528	1070,471837	1045,97551	1432,555102	1036,952381	1055,410794	1142,624943	1106,500499	1017,234286	986,105034	1023,349841	1068,303673	1071,821497	1101,953741	946,8734694	1028,37551	1195,672381	1150,798367	993,8503401	1108,460408		
58	308		B4c {cont}	Pesante (Höchste Kraft)		58	961,36126984	769,76689342	1121,59346939	891,66693878	968,14444444	1023,47759637	971,68253968	951,38285714	1045,44367347	955,28344671	1162,28081633	1019,86684807	1035,06213152	966,12571429	1105,593469	1045,402993	1130,339592	1131,574104	1079,182268	1018,520091	923,7942857	1066,814694	1053,090658	977,1381859	934,0458957	929,8488889	1103,161905	1052,995918	1156,818141	1056,775011	1179,504762	1302,511746	1057,229932	1098,161633	1222,878912	1050,546939	1272,411429	974,989932	1206,857143	1138,39746	1073,35619	1227,711565	1104,515238	1072,892517	1134,074921	1006,651791	1245,843447	1128,065306	1196,152744	1019,724626	1103,850522	1141,028571	1125,014059	1159,170612	1075,648435	1090,879274	1149,875374	1151,876644	1097,068844	1055,950658	985,9657143	1129,344989	1114,958367	843,7681633	1083,546122	1136,698095	1034,135556	1252,865306	1232,519184	1091,227574	1067,73483	996,2057143	1063,24898	1062,109751	963,3473016	1108,512653	1167,126349	1232,253968	1264,81415	1125,067755	1125,035828	1012,982177	1009,806803	1083,222494	1019,533061	1070,764989	1108,121905	1004,506122	1186,330703	1199,368753	1125,401542	997,6163265	1111,740952	1035,762358	1155,570068	995,8965986	1108,62517	1248,589206	1167,696327	1037,508571	1236,82254	1057,867755	1075,036735	1050,046984	1436,789841	1040,676825	1059,456871	1147,890113	1110,157687	1020,598322	990,1641723	1026,349206	1071,531247	1075,648435	1106,72254	949,6032653	1032,568163	1199,956871	1156,760136	997,8543311	1112,901224		
59	310		B4c {cont}	a tempo		59	969,61886621	776,51882086	1128,99047619	899,20816327	975,95791383	1030,54512472	980,29718821	958,95619048	1053,32244898	962,87346939	1169,40190476	1027,59365079	1042,41197279	972,15564626	1115,232653	1053,130884	1139,552653	1140,614966	1087,873741	1026,38585	930,3365079	1074,120635	1061,638095	984,4114286	940,8319274	936,3214512	1110,97034	1060,797823	1164,479388	1066,943673	1189,372517	1311,573333	1064,721995	1107,141224	1230,516825	1058,873469	1280,342857	982,6946032	1216,888163	1145,977324	1079,388299	1237,211429	1115,695601	1084,482177	1142,944218	1013,577143	1256,489796	1136,679184	1204,345034	1025,823492	1112,711837	1149,60254	1132,332698	1165,264399	1083,94195	1097,906939	1160,533333	1161,569524	1104,852608	1064,385306	992,6791837	1138,491791	1124,469841	850,8821769	1090,866939	1144,441905	1040,542041	1260,91102	1244,24127	1098,536054	1075,664399	1003,482268	1070,112653	1071,532698	972,294966	1115,286349	1175,510204	1239,643719	1274,470748	1132,878367	1132,744853	1022,258503	1016,450612	1091,683265	1027,316825	1079,531973	1116,13551	1013,072109	1194,898866	1212,489796	1134,622041	1005,583673	1121,880816	1044,086349	1164,577959	1004,769524	1117,592381	1260,200635	1176,794558	1043,713741	1244,40381	1066,428662	1083,043265	1057,915646	1446,945669	1050,476553	1068,212245	1155,099864	1117,437098	1028,194104	998,6844444	1033,737143	1078,440635	1083,654966	1116,575057	957,3159184	1040,909206	1208,509388	1164,9161	1006,074195	1121,102222		
60	312		B4c {cont}	Stringendo		60	973,68238095	780,25142857	1133,70993197	903,34367347	980,00979592	1035,80226757	984,68281179	962,91047619	1057,80827664	967,40027211	1174,40000000	1032,11952381	1046,99646259	976,01886621	1120,101587	1057,924354	1144,36898	1145,254603	1092,940068	1031,157551	934,0371882	1078,566916	1066,585397	989,2919728	944,4825397	940,1015873	1116,453878	1065,261859	1169,667483	1071,426757	1193,15737	1317,688889	1069,011882	1110,931156	1235,382857	1063,891156	1285,496599	987,7072109	1222,571247	1150,571995	1083,781224	1243,097687	1120,930612	1088,973061	1148,464762	1018,157279	1262,60898	1141,524898	1208,680816	1030,213878	1117,994376	1155,393016	1137,691429	1169,763265	1088,272109	1102,640181	1165,332245	1166,222222	1109,830385	1068,825397	996,9066667	1143,234467	1129,662404	855,2620408	1095,64517	1149,062676	1045,176621	1266,249433	1249,485714	1103,000091	1079,960113	1008,074014	1074,021587	1075,707937	976,528254	1119,627755	1181,117823	1243,96263	1279,524717	1137,950476	1137,290181	1026,484535	1020,589569	1096	1031,366531	1084,011973	1120,912585	1017,212517	1199,148141	1218,049161	1139,797914	1010,093424	1126,230204	1048,096508	1169,82712	1009,336599	1121,295238	1265,706667	1181,927619	1047,239184	1249,828571	1070,991383	1087,147755	1062,197551	1452,161451	1054,868027	1072,411429	1158,861497	1121,50059	1032,289524	1003,032381	1038,063673	1081,960635	1087,342585	1121,135601	961,077551	1045,810794	1213,268753	1169,898866	1010,486009	1125,206349		
61	314.3		B4c {cont}			61	977,74585034	784,37006803	1139,01714286	908,05587302	985,04489796	1042,00163265	989,45741497	967,76380952	1062,89918367	972,70204082	1180,35591837	1037,34349206	1052,71655329	980,72090703	1125,074286	1063,157551	1149,796939	1150,345578	1098,976871	1036,582857	938,5505669	1083,620862	1072,050794	994,5028571	948,8282313	944,7967347	1122,626032	1070,841905	1176,382404	1075,862857	1197,385578	1324,350113	1073,915646	1115,032381	1240,888889	1069,424036	1291,464853	992,9346032	1228,235102	1155,718095	1089,089887	1249,737143	1125,662721	1093,286531	1154,182676	1023,306304	1268,810884	1147,368163	1213,910204	1035,41551	1124,172336	1162,017234	1143,373787	1175,140136	1093,309388	1108,053333	1169,985306	1170,896327	1114,925714	1073,473016	1001,778503	1148,865306	1135,595102	860,2528798	1100,427755	1154,862585	1050,447528	1271,702494	1254,373878	1108,50322	1084,865261	1013,39424	1079,031293	1080,27356	981,490068	1124,793469	1186,837188	1249,250975	1285,592381	1143,61034	1142,55746	1031,140136	1025,335147	1100,92771	1036,001814	1089,143583	1126,716327	1021,884082	1203,502041	1224,109569	1145,770884	1015,029841	1131,043991	1052,716553	1175,177143	1013,973333	1125,485714	1271,571156	1187,555556	1051,56898	1255,663673	1075,925624	1091,346939	1067,291429	1458,146395	1059,931429	1077,153016	1163,268934	1126,220045	1036,527891	1007,937596	1042,834286	1086,16127	1091,668027	1126,238912	965,675102	1051,029478	1218,507029	1175,384127	1015,602721	1130,311111		
62	316	C4	X4/C4a	Einhaltend		62	981,41460318	786,96489796	1142,79619048	911,72426304	989,03183674	1045,95918367	992,70530612	971,35455782	1066,62312925	976,54857143	1184,34612245	1041,68054422	1057,32426304	984,06748299	1128,761905	1066,875646	1153,970431	1154,168889	1103,735873	1040,93551	942,1148299	1086,963832	1075,803719	998,7820408	952,6421769	949,231746	1125,952653	1075,13034	1181,20127	1079,062857	1200,030476	1328,924444	1077,170794	1117,792653	1244,798549	1074,16381	1295,368707	996,4734694	1232,300408	1159,322993	1092,664308	1254,021224	1129,06449	1096,600816	1158,282449	1026,829932	1273,377959	1152,769161	1217,506395	1038,995011	1129,585488	1166,34195	1147,343673	1178,779864	1096,859864	1111,996372	1173,642449	1174,617687	1118,936961	1076,464762	1005,348571	1153,48898	1139,417687	863,4906122	1103,693061	1159,810612	1054,420317	1275,599093	1258,396735	1112,543492	1088,894694	1017,034014	1082,479456	1084,96254	984,7873016	1128,327256	1190,82449	1252,883447	1289,839456	1147,489524	1146,306032	1034,478005	1028,760091	1104,121905	1039,316463	1092,845714	1131,121995	1025,567347	1208,803265	1228,434286	1149,482449	1018,331429	1135,233016	1055,836735	1178,839365	1017,219048	1128,558367	1275,572245	1191,955737	1054,423946	1260,150204	1079,372336	1094,233469	1070,567619	1462,439184	1063,911111	1080,029751	1166,082902	1129,632653	1039,537778	1011,661497	1045,986395	1090,153651	1094,695692	1129,730612	968,4342857	1054,316553	1222,001633	1179,088254	1019,733333	1134,293333		
63	319		C4b	Rit.		63	990,11265306	793,49115646	1151,81714286	920,86204082	998,62312925	1055,64879819	1000,04861678	980,16653061	1076,11428571	986,97142857	1193,68126984	1052,82176871	1067,79863946	993,00680272	1136,841723	1076,785488	1164,085986	1162,709841	1113,351111	1050,780408	950,764263	1095,762358	1085,971882	1007,492789	962,3263492	958,7751474	1135,914376	1085,022041	1191,479728	1087,227937	1206,868027	1339,504036	1085,40771	1124,040272	1254,153651	1084,815238	1304,907029	1004,541678	1241,700136	1168,741587	1102,130612	1263,728617	1138,497596	1104,670476	1167,940499	1034,512834	1283,149206	1162,861134	1227,327347	1048,833741	1140,085261	1176,304762	1156,673016	1188,600454	1106,207347	1121,111655	1182,058231	1183,135057	1129,13415	1085,631565	1014,19102	1163,533061	1148,699864	870,3695238	1111,843265	1170,291156	1064,068571	1285,342041	1268,839909	1121,578231	1097,991837	1025,483175	1090,605714	1095,488435	992,5942857	1137,051429	1200,222041	1261,885533	1303,591474	1157,25932	1156,205714	1043,519274	1037,927619	1112,584127	1047,370884	1101,757823	1141,743311	1035,533061	1220,031565	1238,475102	1159,90059	1027,085714	1146,036825	1064,519184	1188,499592	1027,147755	1137,48898	1286,334694	1202,089796	1062,889796	1270,363719	1089,181315	1102,507755	1078,772245	1472,20898	1073,812608	1087,268571	1173,024943	1137,615238	1047,973878	1021,056871	1054,140952	1098,771156	1103,246803	1138,361179	975,0349206	1063,507302	1230,554558	1187,998912	1029,824762	1143,68		
64	320.4		{upb}			64	994,92861678	798,75192744	1157,31156463	926,87238095	1004,97197279	1061,61632653	1005,33115646	985,43673469	1082,31473923	992,86204082	1198,92317460	1059,28707483	1074,18775510	999,08498866	1142,090884	1083,174603	1170,020862	1168,413605	1119,070476	1056,171429	956,3283447	1101,146485	1092,157823	1012,774263	968,1469388	964,9726984	1141,645714	1091,611429	1198,218594	1092,662857	1213,026757	1346,258141	1091,32517	1128,713288	1260,129524	1090,829932	1311,137959	1009,899683	1247,410794	1174,767166	1108,011429	1270,450794	1144,576508	1109,873197	1173,97551	1039,731519	1289,709206	1168,788027	1233,484626	1055,266395	1145,977324	1182,635102	1162,386939	1195,250068	1112,276463	1126,922449	1187,529796	1188,643265	1135,873741	1091,976417	1019,733333	1169,980952	1154,811791	875,2065306	1117,669297	1176,685714	1070,539683	1292,277551	1275,385034	1127,177143	1104,326531	1030,664127	1096,502857	1102,262857	997,6859864	1143,048707	1206,813605	1267,946667	1310,450794	1163,544671	1162,716009	1048,958549	1043,557007	1117,834014	1052,691156	1106,808163	1148,819955	1041,763265	1226,279184	1245,005714	1166,786032	1032,875102	1153,17551	1070,893061	1194,974331	1033,160272	1143,933968	1293,666054	1208,462222	1068,940408	1276,835918	1095,07483	1107,745306	1083,683991	1478,205533	1080,119728	1092,300408	1180,738322	1142,95873	1053,25932	1026,737052	1059,626667	1103,644444	1109,202721	1144,30839	979,284898	1069,170794	1236,815238	1194,488889	1035,804082	1149,50093		
65	321		C4c	Gehalten		65	995,99673469	799,76780045	1158,40000000	927,94412698	1005,99287982	1062,86149660	1006,33832200	986,31401361	1083,42857143	994,24653061	1200,06603175	1060,32326531	1075,34149660	1000,22421769	1143,080635	1084,358095	1171,036735	1169,46576	1120,182857	1057,471565	957,6373696	1102,162358	1093,125805	1013,71356	969,0848073	965,9305442	1142,816508	1092,83551	1199,408617	1093,714286	1214,860771	1347,259501	1092,417596	1129,758186	1261,666395	1092,861678	1312,523175	1010,834286	1248,401633	1176,017778	1109,071746	1271,92381	1145,652245	1111,092245	1175,314286	1040,509388	1291,139773	1170,181224	1234,499773	1056,664671	1147,260227	1183,938322	1163,542857	1196,582313	1113,38449	1128,330159	1188,458231	1189,768707	1137,185669	1093,150113	1020,83483	1171,321905	1156,06712	876,283356	1118,632925	1177,8322	1071,625578	1293,596735	1276,934966	1128,380952	1105,515102	1031,5639	1097,861224	1103,986939	998,905034	1144,245986	1208,07619	1269,202721	1311,747483	1164,952381	1163,771429	1050,145669	1044,845714	1118,84263	1053,814422	1107,911111	1149,902222	1043,023673	1227,325488	1246,540045	1167,994921	1034,03102	1154,895238	1072,065306	1196,361723	1034,338685	1145,330794	1295,069751	1209,752381	1069,763265	1278,026304	1096,279365	1108,643265	1084,798549	1479,408617	1081,216871	1093,407347	1181,785397	1143,756871	1054,146032	1027,860317	1060,645442	1104,764807	1110,421769	1145,730612	980,1752381	1070,298413	1238,034286	1195,658231	1036,760091	1150,857143		
66	326.4		{upb}			66	1013,78321996	817,48172336	1177,99619048	947,80589569	1026,73995465	1082,93079365	1026,08108844	1005,16244898	1104,02179138	1016,52462585	1219,24498866	1083,63900227	1098,74285714	1020,26448980	1161,586939	1105,371429	1191,282358	1189,983492	1141,709206	1075,970612	977,0202268	1121,042018	1113,358367	1030,617687	989,9827664	986,4823583	1165,665306	1114,109388	1222,971791	1112,770612	1238,226939	1370,964172	1112,786939	1148,90449	1282,62966	1112,543492	1334,241814	1029,035102	1268,016327	1197,524898	1130,556372	1294,115556	1165,048889	1129,528163	1196,35737	1057,020408	1313,724082	1190,857143	1256,293878	1079,826599	1167,386122	1205,456689	1183,124898	1219,448163	1135,01678	1148,502494	1208,363537	1209,534694	1158,177959	1115,056689	1039,426032	1192,402721	1176,312018	892,8855782	1137,197279	1200,262676	1092,800726	1316,656327	1298,076735	1147,237007	1127,030204	1050,139864	1120,293878	1125,861587	1016,952381	1165,772336	1229,732426	1292,860952	1335,867211	1185,462857	1185,554286	1069,990748	1064,333061	1136,491973	1072,398367	1124,558367	1173,625397	1062,748299	1249,71102	1268,378776	1189,923991	1054,156916	1178,396735	1093,110204	1217,066667	1053,52127	1166,140952	1318,119184	1231,226122	1090,406531	1300,545306	1116,879819	1125,775964	1103,353469	1501,866667	1102,213878	1111,673469	1203,905306	1162,494694	1071,89551	1048,055873	1078,459501	1122,473651	1130,431565	1166,968163	996,5017687	1091,033107	1260,33415	1218,107937	1055,847619	1172,244898		
67	327		C4d	Wie ein schwerer Kondukt		67	1014,60825397	818,43809524	1179,02222222	948,83990930	1027,69197279	1084,05841270	1027,01428571	1006,21061225	1104,91428571	1017,54340136	1220,25505669	1084,69696145	1099,85528345	1021,17006803	1162,756644	1106,394558	1192,095057	1190,862222	1142,857143	1076,871837	978,0774603	1122,05356	1114,263946	1031,331701	991,1036735	987,3922449	1166,893061	1115,082449	1224,235782	1113,697959	1239,087347	1372,151293	1113,708844	1149,929796	1283,636825	1113,578231	1335,219955	1029,995102	1269,003855	1198,654694	1131,60127	1295,39483	1165,902222	1130,48381	1197,605442	1057,730612	1315,043265	1192,035556	1257,280726	1081,103673	1168,491973	1206,487075	1184,192653	1220,485079	1136,023946	1149,657687	1209,171882	1210,502676	1159,222857	1116,206803	1040,457143	1193,614512	1177,284354	893,7128345	1138,08	1201,371429	1093,794875	1317,929796	1299,287075	1148,284807	1127,932517	1050,990295	1121,436735	1127,096599	1018,032472	1167,114694	1230,864399	1294,191746	1337,242993	1186,647075	1186,626032	1070,94059	1065,517279	1137,493333	1073,404082	1125,437823	1174,723628	1063,849796	1250,773333	1269,376871	1191,218503	1055,288889	1179,538866	1094,310023	1218,227664	1054,433016	1167,355646	1319,242449	1232,349388	1091,373061	1301,548118	1117,982766	1126,53932	1104,319274	1503,062494	1103,17424	1112,75102	1204,87619	1163,262041	1072,715465	1049,28	1079,443447	1123,433651	1131,646259	1168,21551	997,4146032	1092,074376	1261,50966	1219,169524	1056,687891	1173,445805		
68	336.4		C4e			68	1047,26390023	848,83591837	1210,16163265	982,97034014	1062,49142857	1117,16136054	1063,26421769	1039,33696145	1137,47591837	1050,93442177	1253,50022676	1119,97097506	1135,34331066	1053,99945578	1195,176417	1141,337687	1226,692789	1224,290227	1179,852336	1107,049796	1009,146122	1154,615873	1146,692063	1060,290249	1026,081088	1020,251429	1199,660408	1147,937415	1261,36381	1147,493878	1273,250794	1410,832834	1144,999683	1181,603265	1317,346032	1142,814694	1370,064399	1061,061224	1304,218413	1233,548481	1167,906032	1330,709887	1198,857868	1161,90839	1232,319274	1086,612245	1350,712018	1225,965714	1294,32381	1118,816508	1202,178322	1241,512925	1216,301859	1259,798639	1173,161361	1182,297143	1242,697143	1244,14839	1192,862041	1151,02449	1070,524082	1227,139773	1209,863401	919,9949206	1167,268571	1240,019592	1129,163175	1356,178866	1336,533333	1180,02068	1161,312653	1081,341678	1157,460317	1162,628571	1045,751293	1202,383673	1267,008435	1334,082177	1377,763265	1218,485986	1220,72381	1102,88254	1097,155918	1167,161633	1104,483265	1153,497687	1213,028571	1096,20898	1288,9678	1303,284898	1224,365714	1086,405079	1216,622222	1129,325714	1250,958367	1085,190385	1202,712381	1356,012698	1268,392925	1125,547392	1337,121088	1150,066213	1154,331111	1135,537052	1540,706032	1138,271202	1142,974694	1240,084898	1192,892517	1104,165079	1081,914921	1108,056236	1153,44	1164,611338	1201,801361	1023,724263	1124,484354	1295,564626	1254,266122	1085,853061	1208,572925		
